productid,suggestion
HBV00000SP6XX,"['HBV00000NE1D3 - 0.40970852034133104', 'HBV00000NE1EX - 0.40021297930178', 'HBV00000NFMLA - 0.3376841463995066', 'HBV00000NE0ZU - 0.3376841463995066', 'HBV00000NE0ZW - 0.32563569925159924', 'HBV00000NE1EV - 0.2971669489344315', 'HBV00000NE0ZQ - 0.27416056172798203', 'HBV00000OE6QQ - 0.26361900354912393', 'HBV00000PQKB6 - 0.23419333489685284', 'HBV00000NFML8 - 0.22148159828276545', 'HBV00000P7VR8 - 0.039220613654644375', 'HBV00000NE257 - 0.018860584939028435', 'HBV00000NG8K2 - 0.01498315305394082', 'HBV00000NE0TU - 0.0076425213563262205']"
HBV00000SP6XZ,"['HBV00000PLGWT - 0.2900742941952108', 'HBV00000NE158 - 0.11736476552121533', 'HBV00000NE259 - 0.09868590457882173', 'HBV00000NE1FA - 0.09455848827783905', 'HBV00000NE0TU - 0.047785713796591134', 'HBV00000NE1SP - 0.04224281623416698', 'HBV00000NE257 - 0.03676960516331895', 'HBV00000P7VR8 - 0.02815024116941617', 'HBV00000NE0TW - 0.015696191247906957']"
HBV00000SP6Y8,['HBV00000QSG5M - 0.35760096725251417']
HBV00000SP6YC,['HBV00000NG8K2 - 0.014021193452869162']
HBV00000SP6YX,"['HBV00000QT47I - 0.14379555122164286', 'HBV00000NFHJZ - 0.11846876974643679', 'HBV00000NFHLJ - 0.022063201547623208', 'HBV00000QS9KM - 0.02078150077369744', 'HBV00000NFH8F - 0.006544091491497853']"
HBV00000SP6Z4,"['HBV00000SPBCM - 0.1926349560288036', 'HBV00000SPBCJ - 0.17866181685011032', 'HBV00000SP848 - 0.1258976335223711', 'HBV00000SPBC8 - 0.08965578914574068', 'HBV00000SP6Z6 - 0.0746044273405119', 'HBV00000SPBC4 - 0.040213397758987406']"
HBV00000SP6Z6,"['HBV00000SPBCJ - 0.14431755313172803', 'HBV00000SPBC4 - 0.13580096582055246', 'HBV00000SPBC8 - 0.1262276964975548', 'HBV00000SP848 - 0.11112552423870413', 'HBV00000SPBCM - 0.08211403193908774', 'HBV00000SP6Z4 - 0.0746044273405119']"
HBV00000SP72Y,['HBV00000PQJK3 - 0.3094121060880784']
HBV00000SP76S,"['HBV00000SP76W - 0.3492219511550628', 'HBV00000SP76Y - 0.2759324569257681', 'HBV00000QU463 - 0.1587627037914675', 'HBV00000NVZIE - 0.1407580670398168', 'HBV00000P7VP1 - 0.10397953531763209', 'HBV00000QU6IN - 0.04606612752448144', 'HBV00000NFH89 - 0.045268945790296', 'HBV00000P7VMU - 0.023059740318032027', 'ZYHPULKERKGF027 - 0.019751770741994714']"
HBV00000SP76W,['HBV00000SP76S - 0.3492219511550628']
HBV00000SP76Y,"['HBV00000SP76S - 0.2759324569257681', 'HBV00000IQDKH - 0.15426462045720593', 'HBV00000NFGTT - 0.08587221616431448', 'HBV00000NFGTP - 0.05172463727118442', 'HBV00000P7VP1 - 0.03810042954291103']"
HBV00000SP808,['HBV00000QU4CI - 0.0225779337567405']
HBV00000SP80T,['ZYBICN9315445 - 0.007479739144015554']
HBV00000SP842,"['HBV00000SPIFF - 0.12209209095920971', 'HBV00000NFHGN - 0.0625446619705247', 'HBV00000NFI46 - 0.0625446619705247', 'HBV00000SPIEN - 0.06089533652508953']"
HBV00000SP848,"['HBV00000NFI82 - 0.20432059862118282', 'HBV00000SP6Z4 - 0.1258976335223711', 'HBV00000SP6Z6 - 0.11112552423870413']"
HBV00000SP87H,['ZYPEYMAN202102 - 0.6204568197769866']
HBV00000SP8AF,"['ZYBICN9287664 - 0.2817863047966385', 'ZYBICN9310846 - 0.21835741087676622']"
HBV00000SP8BL,['HBV00000QU4CI - 0.006705425549010684']
HBV00000SP8BT,['HBV00000SP8BV - 0.7899891419689382']
HBV00000SP8BV,['HBV00000SP8BT - 0.7899891419689384']
HBV00000SPBC4,"['HBV00000SPBC8 - 0.35941918170264586', 'HBV00000SPBCJ - 0.2972793335868957', 'HBV00000SP6Z6 - 0.13580096582055246', 'HBV00000SP6Z4 - 0.040213397758987406']"
HBV00000SPBC8,"['HBV00000SPBC4 - 0.35941918170264586', 'HBV00000SPBCM - 0.1712560619429765', 'HBV00000SP6Z6 - 0.1262276964975548', 'HBV00000SP6Z4 - 0.08965578914574064']"
HBV00000SPBCJ,"['HBV00000SPBC4 - 0.2972793335868957', 'HBV00000SPBCM - 0.243592399705431', 'HBV00000SP6Z4 - 0.17866181685011037', 'HBV00000SP6Z6 - 0.14431755313172814']"
HBV00000SPBCM,"['HBV00000SPBCJ - 0.2435923997054309', 'HBV00000SP6Z4 - 0.1926349560288036', 'HBV00000SPBC8 - 0.1712560619429765', 'HBV00000SP6Z6 - 0.08211403193908774']"
HBV00000SPBM6,"['HBV00000NFHMI - 0.1608015777735195', 'HBV00000NFH57 - 0.06829564066409355']"
HBV00000SPIE3,['HBV00000SPIE5 - 0.4043765854310489']
HBV00000SPIE5,"['HBV00000SPIE3 - 0.4043765854310489', 'HBV00000SPIE7 - 0.23188637166163045']"
HBV00000SPIE7,"['HBV00000SPIE5 - 0.23188637166163045', 'HBV00000U271R - 0.15048346770092158', 'HBV00000U271P - 0.07671903288392447']"
HBV00000SPIEB,"['ZYBICN9323060 - 0.24171602544865556', 'HBV00000NFHXJ - 0.15794820491714906', 'HBV00000PLHDK - 0.14390410262000916', 'HBV00000SPIEN - 0.14179989759139036']"
HBV00000SPIEN,"['HBV00000NFHXV - 0.21106856168952176', 'HBV00000NFHXJ - 0.1970663323424218', 'HBV00000SPIEB - 0.14179989759139036', 'HBV00000SP842 - 0.06089533652508953', 'HBV00000PLHDK - 0.02205217815308389']"
HBV00000SPIFF,"['HBV00000SPIFJ - 0.7436980710990276', 'HBV00000SPIFH - 0.6379764524471294', 'HBV00000SP842 - 0.12209209095920966']"
HBV00000SPIFH,['HBV00000SPIFF - 0.6379764524471295']
HBV00000SPIFJ,['HBV00000SPIFF - 0.7436980710990279']
HBV00000TDAW1,"['HBV00000O3C6Z - 0.03200477090599833', 'HBV00000O2SDB - 0.01406001379724822', 'HBV00000O2SDO - 0.0065634939780626145']"
HBV00000TIRUD,"['HBV00000NVZ9U - 0.049430318920209', 'HBV00000TIRUT - 0.010421992650725055']"
HBV00000TIRUF,['HBV00000O2S4A - 0.009448760728033327']
HBV00000TIRUP,['HBV00000NVZB4 - 0.003693215184800107']
HBV00000TIRUT,"['HBV00000O2SJH - 0.059307104033072704', 'HBV00000TIRUD - 0.010421992650725055', 'HBV00000O2S8L - 0.0008200872264045589']"
HBV00000TNRPK,['HBV00000NVZ9U - 0.07045430137135704']
HBV00000U271N,"['HBV00000QU6IH - 0.41935130934507364', 'HBV00000QU6IN - 0.33589432000658737', 'HBV00000PQLVL - 0.22471219978084345', 'HBV00000JUHKU - 0.17007513359657012']"
HBV00000U271P,"['HBV00000U271R - 0.26069348839466167', 'HBV00000SPIE7 - 0.07671903288392447']"
HBV00000U271R,"['HBV00000U271P - 0.26069348839466167', 'HBV00000SPIE7 - 0.15048346770092158']"
HBV00000U2790,['HBV00000NH2GJ - 0.009580122275219252']
HBV00000U27G9,"['ZYUNIL70020865 - 0.4956116728496546', 'HBV00000NE182 - 0.47411955729046', 'ZYUNIL20264025 - 0.4720527322387172', 'ZYHPULKERCRB004 - 0.4553177388046239', 'ZYUNIL581595 - 0.449647771564287']"
HBV00000U27GB,"['ZYUNIL70021126 - 0.8190537545609796', 'ZYUNIL70021119 - 0.753747297592308']"
HBV00000U27H6,"['HBV00000NG8FM - 0.5629062683520079', 'HBV00000NGA0E - 0.39446160080943155', 'HBV00000NG8FU - 0.06553938139140936']"
HBV00000U27O7,"['HBV00000P7VOV - 0.32474485500907996', 'HBV00000PV6B2 - 0.3222079347657917', 'HBV00000PQJ3W - 0.3192246300646722', 'HBV00000U27O9 - 0.2594238450771043', 'HBV00000U2B4S - 0.20568800634117418', 'HBV00000P7VOK - 0.1808256098706903', 'HBV00000U2B4Q - 0.1588106671509436', 'HBV00000PNG9X - 0.10070012746815567', 'HBV00000PLGT3 - 0.0776253388996989']"
HBV00000U27O9,"['HBV00000PLGT3 - 0.28915428314956104', 'HBV00000P7VOK - 0.2601390694546609', 'HBV00000U27O7 - 0.25942384507710436', 'HBV00000PQJ3W - 0.20794870755348718', 'HBV00000U2B4S - 0.19379700521735324', 'HBV00000QU6IH - 0.10609431098359051']"
HBV00000U27OR,['HBV00000NE19F - 0.06265021430151335']
HBV00000U27OT,['HBV00000U27OV - 0.06379353238758256']
HBV00000U27OV,"['HBV00000U27OX - 0.13997019275891617', 'HBV00000U27OT - 0.06379353238758256']"
HBV00000U27OX,['HBV00000U27OV - 0.13997019275891617']
HBV00000U27PM,['HBV00000PQSAV - 0.5465638122915975']
HBV00000U2B4Q,"['HBV00000U2B4S - 0.3008173278412335', 'HBV00000PV6B2 - 0.17826600108070761', 'HBV00000U27O7 - 0.15881066715094355', 'HBV00000P7VOV - 0.1453775492674918', 'HBV00000P7VOK - 0.13569404329576598', 'HBV00000PQJ3W - 0.11436541042110923', 'HBV00000PLGT3 - 0.08636188855774092']"
HBV00000U2B4S,"['HBV00000U2B4Q - 0.3008173278412335', 'HBV00000U27O7 - 0.20568800634117418', 'HBV00000U27O9 - 0.1937970052173533', 'HBV00000PV6B2 - 0.17089685914265698', 'HBV00000P7VOK - 0.1544174508027626', 'HBV00000PQJ3W - 0.1432381128596891', 'HBV00000P7VOV - 0.1332392277479715', 'ZYHPETICEBSK107 - 0.0667574595154335', 'HBV00000NE1VV - 0.06036563717349365', 'HBV00000PV7AZ - 0.040557822290583155']"
HBV00000U2B8A,['ZYNES11470143 - 0.14228795647922515']
HBV00000U2B9I,['HBV00000NG8HT - 0.5477739438513565']
HBV00000U2BB0,['HBV0000047XQO - 0.34984591237964824']
HBV00000UIYCA,"['HBV00000NFHEX - 0.14612438463637728', 'ZYECZACI8664019 - 0.047358274855869']"
HBV00000UIYHK,['HBV00000UIYHO - 0.7636304143652746']
HBV00000UIYHO,['HBV00000UIYHK - 0.7636304143652746']
HBV00000UOH9M,['HBV00000NVZD6 - 0.09461767466871546']
HBV00000UOI76,['HBV00000P7VSV - 0.0071055286480808']
HBV00000UOI79,['HBV00000P7VSV - 0.02413701042380194']
PTRIT5118784,['HBV00000NFHAE - 0.5253331222159531']
SGPAN609191,['HBV00000PVB6Z - 0.7984358619469765']
ZYBAR0869057999059,['ZYBAR0869057999065 - 0.6853755939185252']
ZYBAR0869057999061,"['ZYBAR0869057999065 - 0.5127908485750206', 'ZYBAR0869057999063 - 0.3281941342959024']"
ZYBAR0869057999063,"['ZYBAR0869057999061 - 0.3281941342959024', 'ZYBAR0869057999065 - 0.32185743703136815']"
ZYBAR0869057999065,"['ZYBAR0869057999059 - 0.6853755939185252', 'ZYBAR0869057999061 - 0.5127908485750206', 'ZYBAR0869057999063 - 0.32185743703136815']"
ZYBAR7300400127417,['HBV00000PV7A2 - 0.3344518025363689']
ZYBICN9286333,"['HBV00000JUHKQ - 0.30104098545392993', 'ZYHPETICECIK032 - 0.2726925549455834', 'ZYHPULKERCIK042 - 0.035516230746625854', 'HBV00000PNGP2 - 0.014879279638459406']"
ZYBICN9286522,['ZYBICN9286526 - 0.06422867083033743']
ZYBICN9286526,['ZYBICN9286522 - 0.06422867083033738']
ZYBICN9286552,['ZYBICN9286557 - 0.10145195729606206']
ZYBICN9286557,"['ZYBICN9286552 - 0.10145195729606206', 'HBV00000NE0Z4 - 0.030821603135004334']"
ZYBICN9286591,['HBV00000DJ9S1 - 0.0943683418710102']
ZYBICN9286625,"['HBV00000LML39 - 0.315359112063953', 'HBV00000PQKXW - 0.18319000156114235']"
ZYBICN9286937,"['HBV00000QX264 - 0.1000864323031565', 'HBV00000NH2LL - 0.07820823084865115']"
ZYBICN9286983,"['ZYUDUM6010023 - 0.3007205023766566', 'HBV00000PQIRB - 0.15842602473353926', 'HBV00000PQP3X - 0.14704923492918742', 'HBV00000QU3YB - 0.1290445981775367', 'HBV00000NG8K2 - 0.12218781310389853', 'ZYSINAN93634200025 - 0.06433400348373855', 'HBV00000QX1ZD - 0.04632936673208788']"
ZYBICN9287075,"['HBV0000047XQO - 0.18474844418646746', 'ZYBICN9287076 - 0.14514769367068528']"
ZYBICN9287076,"['HBV0000047XQO - 0.19308042920806348', 'ZYBICN9287075 - 0.14514769367068528']"
ZYBICN9287272,['HBV00000NFHIF - 0.10968190514165715']
ZYBICN9287276,['HBV00000PQP4C - 0.3326319192442246']
ZYBICN9287444,['ZYBICN9287461 - 0.7210937177390622']
ZYBICN9287461,['ZYBICN9287444 - 0.7210937177390622']
ZYBICN9287634,"['HBV00000PVCE6 - 0.2598527067460576', 'HBV00000NFHJX - 0.08051256249423598', 'ZYBICN9287641 - 0.02111693906368514']"
ZYBICN9287638,['ZYBICN9287652 - 0.24956812611675278']
ZYBICN9287639,"['ZYBICN9287652 - 0.15863256905990733', 'HBV00000PQLHL - 0.1549422302862066', 'HBV0000020P42 - 0.10448275225508533']"
ZYBICN9287641,"['HBV00000PVCE6 - 0.12649540299269574', 'HBV00000NFHJR - 0.11578205075655112', 'ZYBICN9287663 - 0.0973753801584165', 'ZYBICN9287634 - 0.02111693906368514', 'HBV00000NE1MJ - 0.011169744664320849']"
ZYBICN9287652,"['ZYBICN9287638 - 0.2495681261167527', 'HBV00000PQLHL - 0.18497849828643878', 'ZYBICN9287639 - 0.15863256905990733']"
ZYBICN9287663,"['ZYBICN9310845 - 0.7008947039746507', 'ZYBICN9287641 - 0.0973753801584165']"
ZYBICN9287664,['HBV00000SP8AF - 0.2817863047966385']
ZYBICN9287669,['HBV00000NE1MJ - 0.15778852350209402']
ZYBICN9293423,['ZYBICN9310846 - 0.53579723578147']
ZYBICN9310845,['ZYBICN9287663 - 0.7008947039746507']
ZYBICN9310846,"['ZYBICN9293423 - 0.53579723578147', 'HBV00000SP8AF - 0.2183574108767661']"
ZYBICN9315445,['HBV00000SP80T - 0.007479739144015554']
ZYBICN9323060,['HBV00000SPIEB - 0.24171602544865556']
ZYDAROM101D3035,"['ZYDAROM101D3036 - 0.5320791696885073', 'HBV00000PQJ7K - 0.3297017274321626']"
ZYDAROM101D3036,['ZYDAROM101D3035 - 0.5320791696885073']
ZYDUTAT90635260997,"['HBV00000NFH57 - 0.14493344670027558', 'HBV00000PQJ84 - 0.05287286599588163']"
ZYECZACI8614017,['HBV00000NFHJZ - 0.04380542631216838']
ZYECZACI8664019,"['ZYECZACI8673035 - 0.17517860136260796', 'HBV00000UIYCA - 0.04735827485586895']"
ZYECZACI8673035,['ZYECZACI8664019 - 0.17517860136260796']
ZYECZACI9662013,"['ZYECZACI9673020 - 0.3005609199643803', 'HBV00000PQJPU - 0.11076547954042008']"
ZYECZACI9673020,['ZYECZACI9662013 - 0.3005609199643803']
ZYETLIK996532,['ZYHEN4407 - 0.2681554566348151']
ZYHEN100683920,"['ZYHEN4438 - 0.43276951612089454', 'ZYHEN4407 - 0.32888914548973847']"
ZYHEN4407,"['HBV00000PQKWY - 0.3637277803551303', 'ZYHEN100683920 - 0.32888914548973847', 'ZYHEN4438 - 0.2792383818071878', 'ZYETLIK996532 - 0.2681554566348151', 'ZYHEN572412411 - 0.1949556326786744']"
ZYHEN4438,"['ZYHEN100683920 - 0.43276951612089454', 'ZYHEN4407 - 0.2792383818071878']"
ZYHEN572412367,['ZYHEN572412411 - 0.5098883840822205']
ZYHEN572412411,"['ZYHEN572412367 - 0.5098883840822205', 'ZYHEN4407 - 0.1949556326786744']"
ZYHPANKARMKR005,"['ZYHPANKARMKR011 - 0.3828225866585894', 'HBV00000QU46N - 0.2892421813917042', 'HBV00000QU46J - 0.2705554068114359', 'HBV00000QU46H - 0.22919172344915026']"
ZYHPANKARMKR009,"['HBV00000QU46J - 0.17935094610364444', 'HBV00000QU46N - 0.14486493074567092', 'HBV00000QU46H - 0.10331293604779276']"
ZYHPANKARMKR011,"['HBV00000PQIK2 - 0.44258929273127834', 'ZYHPANKARMKR005 - 0.3828225866585894', 'HBV00000QU46N - 0.27410106222301206', 'HBV00000QU46J - 0.23290172692931943', 'HBV00000QU46H - 0.15498138055646954']"
ZYHPBARILMKR029,['HBV00000QU3ZD - 0.05625139588195391']
ZYHPBARILMKR035,"['HBV00000QU3ZB - 0.41664896753204655', 'HBV00000QU3ZH - 0.35956411590690485', 'HBV00000QU46N - 0.12738523676955593', 'HBV00000QU46J - 0.1237626926622293', 'HBV00000QU3Z9 - 0.11392048737657436', 'HBV00000QU3ZD - 0.06328774496166334']"
ZYHPCOCACEIC007,['HBV00000JUHI4 - 0.6840776221852646']
ZYHPCOCACMSY029,['HBV00000PNGOH - 0.3591259756512743']
ZYHPCOCACSSU003,"['ZYULKERSSU002 - 0.36210236911144195', 'ZYHPERIKLSSU001 - 0.03232086759242175']"
ZYHPDANONSSU004,['ZYHPERIKLSSU001 - 0.023498643632362187']
ZYHPDROETPDN009,"['ZYHPDROETTTL059 - 0.26713068093419934', 'ZYHPDROETTTL051 - 0.2106005469199738', 'HBV00000PQLJ6 - 0.1792100431782764', 'ZYHPDROETYRD009 - 0.1283698345142654', 'ZYHPDROETYRD010 - 0.12073103302191789', 'HBV00000PVAXI - 0.08134579326119012', 'HBV00000PQIIM - 0.02001116482481829']"
ZYHPDROETTTL008,"['ZYHPDROETTTL051 - 0.39209750937425963', 'HBV00000PQLJ6 - 0.3402440069553277', 'ZYHPDROETYRD009 - 0.31391984134714107', 'ZYHPDROETYRD010 - 0.23866798066819545']"
ZYHPDROETTTL020,"['HBV00000DJVIS - 0.49345996448484103', 'ZYHPDROETTTL059 - 0.37061409328627176', 'ZYHPDROETYRD009 - 0.07593819146474813']"
ZYHPDROETTTL032,['ZYHPDROETTTL034 - 0.7309309719748829']
ZYHPDROETTTL034,"['ZYHPDROETTTL032 - 0.7309309719748829', 'ZYHPDROETYRD010 - 0.17198134506232268']"
ZYHPDROETTTL043,"['HBV00000PQLJ6 - 0.24251915123720427', 'ZYHPDROETYRD010 - 0.15646223500619733', 'ZYHPDROETYRD009 - 0.15497186974276342']"
ZYHPDROETTTL051,"['ZYHPDROETTTL059 - 0.4697516942779364', 'ZYHPDROETTTL008 - 0.39209750937425963', 'ZYHPDROETYRD009 - 0.26091521130786094', 'HBV00000PQLJ6 - 0.25918884117911956', 'ZYHPDROETYRD010 - 0.22332536169780387', 'ZYHPDROETPDN009 - 0.21060054691997387', 'HBV00000PVAXI - 0.18394012193707607']"
ZYHPDROETTTL059,"['ZYHPDROETTTL051 - 0.46975169427793634', 'ZYHPDROETTTL020 - 0.37061409328627176', 'ZYHPDROETYRD009 - 0.3205267342924854', 'ZYHPDROETPDN009 - 0.2671306809341994', 'ZYHPDROETYRD010 - 0.240636814920206', 'HBV00000PQLJ6 - 0.19447824648532133']"
ZYHPDROETYRD004,"['ZYHPDROETYRD009 - 0.19258112183938528', 'ZYHPDROETYRD010 - 0.17551946084390577', 'HBV00000PQLJ6 - 0.16365685420727216']"
ZYHPDROETYRD006,['ZYHPDROETYRD010 - 0.3421077284802437']
ZYHPDROETYRD008,"['HBV000002O5M7 - 0.25136657973280796', 'ZYHPDROETYRD009 - 0.21950401311643025', 'ZYHPDROETYRD010 - 0.18526317639558476', 'HBV00000PQLJ6 - 0.1801156319188002']"
ZYHPDROETYRD009,"['ZYHPDROETYRD010 - 0.393823879503001', 'ZYHPDROETTTL059 - 0.3205267342924854', 'ZYHPDROETTTL008 - 0.31391984134714107', 'HBV00000NFMQ2 - 0.26284602039247', 'ZYHPDROETTTL051 - 0.26091521130786094', 'HBV00000PQLJ6 - 0.22163134057869455', 'ZYHPDROETYRD008 - 0.21950401311643025', 'HBV000002O5M7 - 0.21265258364277875', 'ZYHPDROETYRD004 - 0.19258112183938525', 'ZYHPDROETTTL043 - 0.15497186974276342', 'ZYHPDROETPDN009 - 0.12836983451426534', 'ZYHPULKERMRG012 - 0.11846876974643675', 'HBV00000PVAXI - 0.10576245390995752', 'ZYHPDROETTTL020 - 0.07593819146474813', 'HBV00000PQIIM - 0.06243246222523639']"
ZYHPDROETYRD010,"['ZYHPDROETYRD009 - 0.393823879503001', 'ZYHPDROETYRD006 - 0.3421077284802437', 'ZYHPDROETTTL059 - 0.240636814920206', 'ZYHPDROETTTL008 - 0.23866798066819533', 'ZYHPDROETTTL051 - 0.22332536169780387', 'HBV00000PQLJ6 - 0.19962579096210584', 'HBV00000NFMQ2 - 0.1980582732790413', 'HBV000002O5M7 - 0.1861926730786541', 'ZYHPDROETYRD008 - 0.1852631763955847', 'ZYHPDROETYRD004 - 0.1755194608439057', 'ZYHPDROETTTL034 - 0.17198134506232268', 'ZYHPDROETTTL043 - 0.15646223500619733', 'ZYHPDROETPDN009 - 0.12073103302191789', 'HBV00000PVAXI - 0.10311455491227894', 'HBV00000PQIIM - 0.07623253025627386', 'HBV00000PQP3X - 0.01855181635625847']"
ZYHPERIKLSSU001,"['ZYULKERSSU002 - 0.06450966759046237', 'ZYHPCOCACSSU003 - 0.03232086759242175', 'ZYHPDANONSSU004 - 0.023498643632362187', 'HBV00000NH2GP - 0.00377033655185636']"
ZYHPESKINTSK004,"['HBV00000JUHBC - 0.20399365397462946', 'HBV00000QX1ZD - 0.1649514642685399', 'HBV00000NG8K2 - 0.1143680744413049', 'ZYSERK690105000436 - 0.01266086395634469', 'HBV00000NE0TJ - 0.008419294962108826']"
ZYHPETICEBSK107,"['HBV00000PVQ95 - 0.13720988444638899', 'HBV00000U2B4S - 0.0667574595154335', 'HBV00000QU6IN - 0.047385415043791373', 'HBV00000PV7AZ - 0.0324753524107427']"
ZYHPETICECIK008,"['HBV00000NFGWV - 0.20944996703418403', 'HBV00000PQLTS - 0.20026755424259288', 'HBV00000PVCR7 - 0.19393085697805856', 'HBV00000NFH73 - 0.12693144559447467', 'HBV00000H1O7F - 0.07153954838424513', 'HBV00000QU6IR - 0.058706125060547974']"
ZYHPETICECIK032,['ZYBICN9286333 - 0.2726925549455834']
ZYHPETICEDIY004,"['HBV00000LML5S - 0.5108159642718463', 'ZYHPETICEDIY014 - 0.3913394632526267', 'HBV00000OE95O - 0.37663594417339596', 'HBV00000NFMMC - 0.3694180668143635', 'HBV00000PV7A2 - 0.32398768897085195']"
ZYHPETICEDIY011,"['HBV00000LML5S - 0.46980494031374603', 'ZYHPETICEDIY014 - 0.4213757312528588', 'HBV00000NFMMC - 0.3874227035660142', 'HBV00000OE95O - 0.29127435423711356', 'HBV00000PV7A2 - 0.2161135383211453']"
ZYHPETICEDIY014,"['ZYHPETICEDIY011 - 0.4213757312528588', 'ZYHPETICEDIY004 - 0.3913394632526267', 'ZYHPETICEDIY015 - 0.3526120921804708', 'HBV00000OE95O - 0.3245233504345799', 'HBV00000NFMMC - 0.3133934113886475', 'HBV00000NE11I - 0.3041163078454043', 'HBV00000PV7A2 - 0.2493625345186117']"
ZYHPETICEDIY015,"['ZYHPETICEDIY014 - 0.3526120921804708', 'HBV00000OE95O - 0.31022769706497305', 'HBV00000PV7A2 - 0.19405585719090468']"
ZYHPETICEKEK017,"['ZYULKER0007200 - 0.18725714749361377', 'HBV00000PNG99 - 0.14081092519473698', 'HBV00000PNGHQ - 0.09100902531888669', 'HBV00000PQLVL - 0.047189339153427504']"
ZYHPETICEKEK045,"['HBV000006IZ7R - 0.3012357237845288', 'HBV00000NFGY1 - 0.24642049930083873', 'HBV00000NFGXX - 0.15881512141043594', 'HBV00000PNGP2 - 0.002095278469753023']"
ZYHPFRITOCPS040,"['HBV00000PNGHQ - 0.27545359752558074', 'HBV00000PNGHG - 0.22053289220655659', 'HBV00000DW9NZ - 0.1742025498975528', 'HBV00000P7VOK - 0.13347788864805593', 'HBV00000PNG99 - 0.11735466208387327']"
ZYHPFRITOCPS041,"['HBV00000PNG9Z - 0.4621614471659936', 'HBV00000DW9NZ - 0.4308953353299316', 'HBV00000DW9NT - 0.3722762739775121', 'HBV00000PNG9X - 0.36827297810675025', 'HBV00000PNG9L - 0.30862670897380756', 'HBV00000PNG8X - 0.30517270057436474', 'HBV00000PNGHQ - 0.30012903910742905', 'HBV00000PNG99 - 0.2517330276181889', 'HBV00000DW9O1 - 0.22494299582444122']"
ZYHPFRITOCPS058,"['HBV00000PNG9Z - 0.3288619224394469', 'HBV00000PNG9X - 0.30203944003796684', 'HBV00000DW9NZ - 0.2278302194189783', 'HBV00000PNG99 - 0.21199335556339893']"
ZYHPFRITOCPS066,"['HBV00000PNG99 - 0.2947085870088477', 'HBV00000DW9O1 - 0.28918836206444', 'HBV00000P7VOK - 0.2564162697707043', 'HBV00000PNGHG - 0.23720258214847187', 'HBV00000DW9NZ - 0.22844903102583408', 'HBV00000PNG9X - 0.1837011758227433', 'HBV00000PNGHQ - 0.14323811285968913']"
ZYHPPEPSIMSY036,['ZYHPPEPSIMSY037 - 0.3074075305028229']
ZYHPPEPSIMSY037,"['HBV00000JUHIC - 0.33594466138814993', 'ZYHPPEPSIMSY036 - 0.307407530502823']"
ZYHPPRINGCPS010,"['HBV00000PNGA8 - 0.5013066068337019', 'ZYHPPRINGCPS011 - 0.4779079563799774']"
ZYHPPRINGCPS011,"['HBV00000PNGHS - 0.5384911347727928', 'ZYHPPRINGCPS010 - 0.4779079563799774', 'HBV00000PNGA8 - 0.40461558443766055']"
ZYHPREISBBKL011,"['ZYHPREISBBKL014 - 0.5073284854643024', 'HBV00000QU3ZD - 0.06119528450306307', 'HBV00000NG8K2 - 0.06119528450306307']"
ZYHPREISBBKL014,"['ZYHPREISBBKL011 - 0.5073284854643024', 'HBV00000NE259 - 0.19457079447149744']"
ZYHPSOLENKGF001,['HBV00000JUHKS - 0.4311493083196111']
ZYHPSOLENKGF005,"['HBV00000NFGXT - 0.3990801243186609', 'HBV00000PVBEX - 0.2650495691234421', 'HBV00000PNGP2 - 0.0992816447640632']"
ZYHPULKERBSK033,"['HBV00000PLGTZ - 0.35106763771601623', 'HBV00000PQLV1 - 0.29990254555813395', 'HBV00000PV7AZ - 0.2379232335813934']"
ZYHPULKERBSK080,"['HBV00000PQLUB - 0.4816527904350372', 'HBV00000QU4CC - 0.3790980513495602', 'HBV00000JUHKU - 0.04735210708800447']"
ZYHPULKERCIK042,"['HBV00000JUHLM - 0.12378028517570834', 'HBV00000QU4CM - 0.1174435879111741', 'HBV00000NFGXT - 0.09374401717547612', 'HBV00000NFGWV - 0.056167225989110094', 'HBV00000JUHKS - 0.05508838518134116', 'HBV00000LML58 - 0.03933475383488422', 'ZYBICN9286333 - 0.035516230746625854', 'ZYHPULKERKGF027 - 0.031753381587404934', 'HBV00000QU6IN - 0.02554594367413412', 'HBV00000QU6IR - 0.012765766386246706', 'HBV00000QU4CO - 0.0012046096579491053', 'HBV00000NFH09 - 0.0004663816332422817']"
ZYHPULKERCIK050,"['HBV00000P7VP5 - 0.2804054663459751', 'HBV00000PVCR7 - 0.2688676615904188', 'HBV00000PQLTS - 0.25968524879882765', 'HBV00000QU6IR - 0.18788941080118937']"
ZYHPULKERCRB004,['HBV00000U27G9 - 0.4553177388046238']
ZYHPULKERKGF024,"['HBV00000PQLTS - 0.3059891728944911', 'HBV00000NFH09 - 0.1486941261877077', 'HBV00000JUHKU - 0.005052037325782176']"
ZYHPULKERKGF027,"['HBV00000QU6IR - 0.18887238925069688', 'ZYHPULKERCIK042 - 0.031753381587404934', 'HBV00000SP76S - 0.019751770741994714']"
ZYHPULKERMRG004,['HBV00000NE0TJ - 0.11514286572602564']
ZYHPULKERMRG012,"['ZYHPDROETYRD009 - 0.11846876974643675', 'ZYPINAR153100004 - 0.05460860282263372', 'HBV00000NG8K2 - 0.00802249456482124']"
